groupsize,protocol,operation,clientrole,setuptime,operationtime
64,FULL,remove,RECIPIENT,14.100087,13.794173
64,FULL,remove,RECIPIENT,14.098846,13.081393
64,FULL,remove,RECIPIENT,13.937342,13.139352
64,FULL,remove,RECIPIENT,14.141157,13.415771
64,FULL,remove,RECIPIENT,14.098265,13.430112
64,FULL,remove,RECIPIENT,14.018903,13.281484
64,FULL,remove,RECIPIENT,14.248793,13.378883
64,FULL,remove,RECIPIENT,15.021073,13.744553
64,FULL,remove,RECIPIENT,13.979062,13.996147
64,FULL,remove,RECIPIENT,13.823894,13.505707
64,FULL,remove,RECIPIENT,14.089677,13.055294
64,FULL,remove,RECIPIENT,14.173038,13.457999
64,FULL,remove,RECIPIENT,14.20931,12.999773
64,FULL,remove,RECIPIENT,14.448609,13.434604
64,FULL,remove,RECIPIENT,14.155315,15.567916
64,FULL,remove,RECIPIENT,13.989052,13.356893
64,FULL,remove,RECIPIENT,14.143312,13.420743
64,FULL,remove,RECIPIENT,13.779438,13.359294
64,FULL,remove,RECIPIENT,13.895177,13.045283
64,FULL,remove,RECIPIENT,14.183373,13.473488
64,FULL,remove,RECIPIENT,13.976713,14.648899
64,FULL,remove,RECIPIENT,13.964282,13.428748
64,FULL,remove,RECIPIENT,14.261254,13.411402
64,FULL,remove,RECIPIENT,13.93448,13.217114
64,FULL,remove,RECIPIENT,17.597608,13.537879
64,FULL,remove,RECIPIENT,14.246484,15.076719
64,FULL,remove,RECIPIENT,13.851403,13.525194
64,FULL,remove,RECIPIENT,14.253289,13.579066
64,FULL,remove,RECIPIENT,14.897134,13.27434
64,FULL,remove,RECIPIENT,13.976047,13.635003
64,FULL,remove,RECIPIENT,14.102235,14.152022
64,FULL,remove,RECIPIENT,13.734641,15.51706
64,FULL,remove,RECIPIENT,14.089561,13.307115
64,FULL,remove,RECIPIENT,13.865487,13.356132
64,FULL,remove,RECIPIENT,14.068224,13.266952
64,FULL,remove,RECIPIENT,13.715984,13.240022
64,FULL,remove,RECIPIENT,14.217027,13.115364
64,FULL,remove,RECIPIENT,15.468665,13.778192
64,FULL,remove,RECIPIENT,14.490152,16.804716
64,FULL,remove,RECIPIENT,14.34397,14.390004
64,FULL,remove,RECIPIENT,14.724279,13.279754
64,FULL,remove,RECIPIENT,14.144206,13.375282
64,FULL,remove,RECIPIENT,13.778744,13.22676
64,FULL,remove,RECIPIENT,14.446447,13.442384
64,FULL,remove,RECIPIENT,13.820558,13.561772
64,FULL,remove,RECIPIENT,13.899562,13.430007
64,FULL,remove,RECIPIENT,14.644187,13.213422
45,FULL,update,SENDER,8.930857,9.35426
45,FULL,update,RECIPIENT,10.446784,9.412136
45,FULL,update,RECIPIENT,10.182685,9.729793
45,FULL,update,RECIPIENT,10.211898,10.241258
45,FULL,update,RECIPIENT,9.898528,10.486264
45,FULL,update,RECIPIENT,10.062017,9.763415
45,FULL,update,RECIPIENT,9.968091,9.271578
45,FULL,update,RECIPIENT,9.583028,9.534468
45,FULL,update,RECIPIENT,10.641497,10.089488
45,FULL,update,RECIPIENT,9.949556,9.56684
45,FULL,update,RECIPIENT,10.778987,9.65782
45,FULL,update,RECIPIENT,10.107715,9.853868
45,FULL,update,RECIPIENT,9.99275,9.796747
45,FULL,update,RECIPIENT,9.766353,9.540022
45,FULL,update,RECIPIENT,9.474281,9.591168
45,FULL,update,RECIPIENT,10.056809,9.661285
45,FULL,update,RECIPIENT,9.947161,9.477074
45,FULL,update,RECIPIENT,9.803517,9.351737
45,FULL,update,RECIPIENT,9.555209,9.636703
45,FULL,update,RECIPIENT,10.03218,9.849382
45,FULL,update,RECIPIENT,9.965157,9.495622
45,FULL,update,RECIPIENT,10.460715,10.377101
45,FULL,update,RECIPIENT,9.882619,9.377149
45,FULL,update,RECIPIENT,10.018026,9.543196
45,FULL,update,RECIPIENT,10.978396,9.313881
45,FULL,update,RECIPIENT,9.855788,9.529124
45,FULL,update,RECIPIENT,9.927707,9.564729
45,FULL,update,RECIPIENT,10.076478,9.284583
45,FULL,update,RECIPIENT,10.692347,9.365968
45,FULL,update,RECIPIENT,10.188623,9.798326
45,FULL,update,RECIPIENT,10.071104,9.411815
45,FULL,update,RECIPIENT,9.735563,9.489587
45,FULL,update,RECIPIENT,9.977048,9.521271
45,FULL,update,RECIPIENT,9.699513,10.386033
45,FULL,update,RECIPIENT,10.017364,9.737731
45,FULL,update,RECIPIENT,10.060936,9.378498
45,FULL,update,RECIPIENT,10.617814,9.471883
45,FULL,update,RECIPIENT,9.961852,9.163449
45,FULL,update,RECIPIENT,11.924852,9.552737
45,FULL,update,RECIPIENT,9.946339,9.887816
45,FULL,update,RECIPIENT,11.34129,9.616065
45,FULL,update,RECIPIENT,9.884538,9.664797
45,FULL,update,RECIPIENT,9.913249,9.656678
45,FULL,update,RECIPIENT,10.045758,9.798657
45,FULL,update,RECIPIENT,10.160791,9.829759
45,FULL,add,SENDER,10.243602,9.892511
45,FULL,add,RECIPIENT,10.828957,10.813018
45,FULL,add,RECIPIENT,10.114512,10.857316
45,FULL,add,RECIPIENT,11.056557,12.702185
45,FULL,add,RECIPIENT,9.945853,10.55826
45,FULL,add,RECIPIENT,9.634219,11.415585
45,FULL,add,RECIPIENT,9.749987,10.77989
45,FULL,add,RECIPIENT,10.884867,11.079118
45,FULL,add,RECIPIENT,10.641426,10.874083
45,FULL,add,RECIPIENT,10.554885,10.466926
45,FULL,add,RECIPIENT,10.774263,10.787878
45,FULL,add,RECIPIENT,10.200467,10.749985
45,FULL,add,RECIPIENT,9.732271,11.256543
45,FULL,add,RECIPIENT,10.07563,10.690229
45,FULL,add,RECIPIENT,10.001305,11.154313
45,FULL,add,RECIPIENT,11.457168,10.361956
45,FULL,add,RECIPIENT,9.776337,10.743025
45,FULL,add,RECIPIENT,10.541419,11.379917
45,FULL,add,RECIPIENT,10.10358,10.582436
45,FULL,add,RECIPIENT,10.386456,11.253806
45,FULL,add,RECIPIENT,9.904356,10.84833
45,FULL,add,RECIPIENT,9.741137,10.550514
45,FULL,add,RECIPIENT,9.735171,10.375447
45,FULL,add,RECIPIENT,10.129888,10.483589
45,FULL,add,RECIPIENT,9.928738,10.571221
45,FULL,add,RECIPIENT,10.399548,10.611057
45,FULL,add,RECIPIENT,10.260297,11.05742
45,FULL,add,RECIPIENT,9.808987,10.688965
45,FULL,add,RECIPIENT,9.793775,10.893074
45,FULL,add,RECIPIENT,9.951563,11.083355
45,FULL,add,RECIPIENT,9.852431,11.066545
45,FULL,add,RECIPIENT,9.761703,10.862303
45,FULL,add,RECIPIENT,10.029983,10.69758
45,FULL,add,RECIPIENT,10.116888,10.949144
45,FULL,add,RECIPIENT,10.218448,10.904341
45,FULL,add,RECIPIENT,9.78215,11.938356
45,FULL,add,RECIPIENT,10.235273,10.621236
45,FULL,add,RECIPIENT,10.095852,10.688454
45,FULL,add,RECIPIENT,10.088607,10.712312
45,FULL,add,RECIPIENT,9.935574,10.531357
45,FULL,add,RECIPIENT,11.479016,10.605092
45,FULL,add,RECIPIENT,9.839112,10.913326
45,FULL,add,RECIPIENT,9.919471,10.60613
45,FULL,add,RECIPIENT,10.710512,11.532824
45,FULL,add,RECIPIENT,10.748476,11.182143
16,FULL,message,SENDER,3.019541,0.099065
16,FULL,message,RECIPIENT,3.75773,0.322285
16,FULL,message,RECIPIENT,3.679235,0.24914
16,FULL,message,RECIPIENT,3.622975,0.31901
16,FULL,message,RECIPIENT,3.621296,0.23559
16,FULL,message,RECIPIENT,3.633128,0.23837
16,FULL,message,RECIPIENT,3.690745,0.479165
16,FULL,message,RECIPIENT,3.734858,0.45364
16,FULL,message,RECIPIENT,3.637945,0.449862
16,FULL,message,RECIPIENT,3.693146,0.46602
16,FULL,message,RECIPIENT,3.744656,0.43593
16,FULL,message,RECIPIENT,3.726355,0.273375
16,FULL,message,RECIPIENT,3.693726,0.368339
16,FULL,message,RECIPIENT,3.592535,0.400694
16,FULL,message,RECIPIENT,3.993025,0.397414
16,FULL,message,RECIPIENT,3.880026,0.353615
45,FULL,remove,SENDER,9.390157,10.960411
45,FULL,remove,RECIPIENT,10.425853,1.20217
45,FULL,remove,RECIPIENT,10.060835,9.420263
45,FULL,remove,RECIPIENT,9.648861,9.673208
45,FULL,remove,RECIPIENT,9.651514,9.444038
45,FULL,remove,RECIPIENT,9.743173,9.309053
45,FULL,remove,RECIPIENT,9.719819,9.231868
45,FULL,remove,RECIPIENT,9.722918,10.781678
45,FULL,remove,RECIPIENT,9.690552,9.075678
45,FULL,remove,RECIPIENT,9.934282,9.874154
45,FULL,remove,RECIPIENT,10.355865,9.11478
45,FULL,remove,RECIPIENT,9.972881,9.290829
45,FULL,remove,RECIPIENT,9.609903,9.459857
45,FULL,remove,RECIPIENT,9.67753,9.490125
45,FULL,remove,RECIPIENT,10.006662,9.59358
45,FULL,remove,RECIPIENT,9.604159,9.405679
45,FULL,remove,RECIPIENT,10.032985,9.694203
45,FULL,remove,RECIPIENT,9.861869,9.03899
45,FULL,remove,RECIPIENT,10.064038,9.501065
45,FULL,remove,RECIPIENT,10.912902,9.541747
45,FULL,remove,RECIPIENT,9.735232,9.105519
45,FULL,remove,RECIPIENT,9.831751,9.333804
45,FULL,remove,RECIPIENT,9.783627,9.081037
45,FULL,remove,RECIPIENT,9.817099,9.502754
45,FULL,remove,RECIPIENT,9.844294,9.617254
45,FULL,remove,RECIPIENT,10.047195,9.457105
45,FULL,remove,RECIPIENT,10.198047,9.645741
45,FULL,remove,RECIPIENT,9.977636,9.672078
45,FULL,remove,RECIPIENT,9.878537,11.000205
45,FULL,remove,RECIPIENT,10.444032,9.706332
45,FULL,remove,RECIPIENT,9.920407,9.719229
45,FULL,remove,RECIPIENT,9.753229,11.063067
45,FULL,remove,RECIPIENT,10.206239,9.466473
45,FULL,remove,RECIPIENT,9.957027,9.138689
45,FULL,remove,RECIPIENT,9.846929,9.641577
45,FULL,remove,RECIPIENT,10.479107,9.920571
45,FULL,remove,RECIPIENT,9.923313,9.254559
45,FULL,remove,RECIPIENT,9.845066,9.652503
45,FULL,remove,RECIPIENT,9.673258,9.693961
45,FULL,remove,RECIPIENT,9.686239,9.506728
45,FULL,remove,RECIPIENT,9.661141,9.111737
45,FULL,remove,RECIPIENT,10.917034,11.52784
45,FULL,remove,RECIPIENT,9.968363,9.334237
45,FULL,remove,RECIPIENT,9.854302,9.393668
45,FULL,remove,RECIPIENT,10.992082,9.026608
11,FULL,add,SENDER,2.798154,2.595065
11,FULL,add,RECIPIENT,2.920247,4.908317
11,FULL,add,RECIPIENT,3.012948,3.467986
11,FULL,add,RECIPIENT,2.854206,3.662911
11,FULL,add,RECIPIENT,2.985352,3.805459
11,FULL,add,RECIPIENT,2.786787,4.586364
11,FULL,add,RECIPIENT,2.636791,4.385315
11,FULL,add,RECIPIENT,2.611013,3.922645
11,FULL,add,RECIPIENT,2.80216,4.246585
11,FULL,add,RECIPIENT,3.002375,5.348254
11,FULL,add,RECIPIENT,3.343458,4.186645
64,FULL,remove,SENDER,14.608182,13.195841
64,FULL,remove,RECIPIENT,14.155428,1.090502
64,FULL,remove,RECIPIENT,13.954226,13.486282
64,FULL,remove,RECIPIENT,16.561362,13.84029
64,FULL,remove,RECIPIENT,14.245018,13.741944
64,FULL,remove,RECIPIENT,14.323507,13.378392
64,FULL,remove,RECIPIENT,13.962301,14.112989
64,FULL,remove,RECIPIENT,14.89497,14.787774
64,FULL,remove,RECIPIENT,13.778702,13.585094
64,FULL,remove,RECIPIENT,14.446,13.700416
64,FULL,remove,RECIPIENT,16.120663,14.237864
64,FULL,remove,RECIPIENT,13.928878,13.963526
64,FULL,remove,RECIPIENT,14.374536,13.436536
64,FULL,remove,RECIPIENT,14.913259,13.818806
64,FULL,remove,RECIPIENT,14.231641,13.541762
64,FULL,remove,RECIPIENT,14.085822,13.979002
64,FULL,remove,RECIPIENT,14.453173,13.272474
64,FULL,remove,RECIPIENT,14.69373,13.703887
64,FULL,remove,RECIPIENT,14.006841,13.467662
64,FULL,remove,RECIPIENT,14.313046,13.423415
64,FULL,remove,RECIPIENT,14.369373,13.507923
64,FULL,remove,RECIPIENT,14.215108,13.555943
64,FULL,remove,RECIPIENT,13.827235,14.911317
64,FULL,remove,RECIPIENT,14.217802,13.417665
64,FULL,remove,RECIPIENT,14.259576,13.954821
64,FULL,remove,RECIPIENT,14.499554,14.464079
64,FULL,remove,RECIPIENT,14.87984,14.156382
64,FULL,remove,RECIPIENT,13.911086,13.709525
64,FULL,remove,RECIPIENT,15.176285,13.799275
64,FULL,remove,RECIPIENT,14.146986,13.527694
64,FULL,remove,RECIPIENT,14.062206,13.856445
64,FULL,remove,RECIPIENT,14.210697,14.407429
64,FULL,remove,RECIPIENT,14.421113,13.559635
64,FULL,remove,RECIPIENT,14.184738,13.359172
64,FULL,remove,RECIPIENT,14.030547,13.442617
64,FULL,remove,RECIPIENT,14.672702,13.715843
64,FULL,remove,RECIPIENT,13.937426,14.08769
64,FULL,remove,RECIPIENT,13.978516,14.380922
64,FULL,remove,RECIPIENT,14.451031,13.467956
64,FULL,remove,RECIPIENT,14.525346,13.444637
64,FULL,remove,RECIPIENT,14.220011,13.523064
64,FULL,remove,RECIPIENT,14.538583,13.511903
64,FULL,remove,RECIPIENT,14.167324,13.571636
64,FULL,remove,RECIPIENT,13.997487,13.487613
64,FULL,remove,RECIPIENT,13.919357,13.294644
64,FULL,remove,RECIPIENT,15.324687,13.758014
64,FULL,remove,RECIPIENT,14.47094,13.521293
64,FULL,remove,RECIPIENT,14.16938,13.456083
64,FULL,remove,RECIPIENT,14.061393,13.242212
64,FULL,remove,RECIPIENT,14.934992,13.307023
64,FULL,remove,RECIPIENT,14.168566,14.737456
64,FULL,remove,RECIPIENT,15.153503,13.674828
64,FULL,remove,RECIPIENT,14.352177,13.515519
64,FULL,remove,RECIPIENT,13.809467,13.771502
64,FULL,remove,RECIPIENT,14.175821,13.997842
64,FULL,remove,RECIPIENT,13.989433,13.741916
64,FULL,remove,RECIPIENT,13.814638,14.019184
64,FULL,remove,RECIPIENT,14.026023,13.406568
64,FULL,remove,RECIPIENT,14.029602,13.838966
64,FULL,remove,RECIPIENT,16.434527,14.295764
64,FULL,remove,RECIPIENT,13.862282,13.514471
64,FULL,remove,RECIPIENT,14.288478,13.583412
64,FULL,remove,RECIPIENT,13.94468,13.545444
64,FULL,remove,RECIPIENT,13.971081,14.422521
90,FULL,remove,SENDER,19.825235,18.860307
90,FULL,remove,RECIPIENT,20.424162,2.292433
90,FULL,remove,RECIPIENT,20.097455,20.044758
90,FULL,remove,RECIPIENT,20.12792,18.819446
90,FULL,remove,RECIPIENT,20.046686,19.2468
90,FULL,remove,RECIPIENT,20.229205,19.996461
90,FULL,remove,RECIPIENT,20.223703,19.267626
90,FULL,remove,RECIPIENT,20.528012,19.744674
90,FULL,remove,RECIPIENT,20.648729,19.268085
90,FULL,remove,RECIPIENT,20.640209,19.330205
90,FULL,remove,RECIPIENT,22.015332,20.492384
90,FULL,remove,RECIPIENT,20.298548,19.292226
90,FULL,remove,RECIPIENT,19.977433,19.878893
90,FULL,remove,RECIPIENT,21.778465,19.347293
90,FULL,remove,RECIPIENT,19.803101,19.357132
90,FULL,remove,RECIPIENT,20.538177,21.415532
90,FULL,remove,RECIPIENT,20.164127,19.832614
90,FULL,remove,RECIPIENT,20.790108,19.189327
90,FULL,remove,RECIPIENT,20.211168,20.208092
90,FULL,remove,RECIPIENT,19.971741,19.089754
90,FULL,remove,RECIPIENT,20.343361,19.350925
90,FULL,remove,RECIPIENT,19.743236,19.464295
90,FULL,remove,RECIPIENT,20.067794,19.768003
90,FULL,remove,RECIPIENT,21.156482,20.181625
90,FULL,remove,RECIPIENT,20.052944,19.222066
90,FULL,remove,RECIPIENT,19.898985,21.520792
90,FULL,remove,RECIPIENT,19.81685,20.051932
90,FULL,remove,RECIPIENT,20.096865,19.740191
90,FULL,remove,RECIPIENT,19.87742,19.585956
90,FULL,remove,RECIPIENT,20.13074,19.410773
90,FULL,remove,RECIPIENT,20.263569,19.035912
90,FULL,remove,RECIPIENT,20.221224,19.446704
90,FULL,remove,RECIPIENT,21.071181,21.268049
90,FULL,remove,RECIPIENT,20.298103,19.425963
90,FULL,remove,RECIPIENT,20.480738,19.81074
90,FULL,remove,RECIPIENT,20.459883,19.270045
90,FULL,remove,RECIPIENT,19.980244,19.673349
90,FULL,remove,RECIPIENT,20.025587,19.937534
90,FULL,remove,RECIPIENT,20.759776,19.597481
90,FULL,remove,RECIPIENT,19.967425,20.804551
90,FULL,remove,RECIPIENT,23.093873,19.359138
90,FULL,remove,RECIPIENT,20.173034,19.233766
90,FULL,remove,RECIPIENT,20.121466,19.115435
90,FULL,remove,RECIPIENT,20.161964,19.853268
90,FULL,remove,RECIPIENT,20.651163,20.4249
90,FULL,remove,RECIPIENT,23.131977,19.365508
90,FULL,remove,RECIPIENT,19.770424,19.170714
90,FULL,remove,RECIPIENT,19.73551,20.663998
90,FULL,remove,RECIPIENT,20.136956,19.199022
90,FULL,remove,RECIPIENT,20.324805,19.448464
90,FULL,remove,RECIPIENT,20.439066,19.321172
90,FULL,remove,RECIPIENT,19.956687,19.970772
90,FULL,remove,RECIPIENT,19.880436,20.264942
90,FULL,remove,RECIPIENT,19.899896,19.728097
90,FULL,remove,RECIPIENT,20.825249,19.239106
90,FULL,remove,RECIPIENT,21.506213,19.956065
90,FULL,remove,RECIPIENT,21.645902,20.605165
90,FULL,remove,RECIPIENT,20.882253,19.465787
90,FULL,remove,RECIPIENT,20.422695,19.845287
90,FULL,remove,RECIPIENT,19.922211,19.477506
90,FULL,remove,RECIPIENT,20.463478,19.174886
90,FULL,remove,RECIPIENT,20.799503,19.493352
90,FULL,remove,RECIPIENT,20.58691,19.659023
90,FULL,remove,RECIPIENT,20.664681,19.770196
90,FULL,remove,RECIPIENT,19.992825,19.368815
90,FULL,remove,RECIPIENT,20.368664,19.546381
90,FULL,remove,RECIPIENT,19.664021,19.31178
90,FULL,remove,RECIPIENT,20.549925,19.412658
90,FULL,remove,RECIPIENT,20.174403,19.2125
90,FULL,remove,RECIPIENT,19.878134,19.639526
90,FULL,remove,RECIPIENT,21.320362,19.24428
90,FULL,remove,RECIPIENT,19.892502,19.358726
90,FULL,remove,RECIPIENT,20.281942,19.569753
90,FULL,remove,RECIPIENT,19.589174,19.595451
90,FULL,remove,RECIPIENT,19.500555,18.809846
90,FULL,remove,RECIPIENT,19.638155,19.363222
90,FULL,remove,RECIPIENT,22.039531,19.577556
90,FULL,remove,RECIPIENT,19.938739,19.687377
90,FULL,remove,RECIPIENT,22.409228,19.178111
90,FULL,remove,RECIPIENT,20.137896,19.813366
90,FULL,remove,RECIPIENT,20.067172,19.264286
90,FULL,remove,RECIPIENT,20.441452,20.131792
90,FULL,remove,RECIPIENT,20.518919,19.095638
90,FULL,remove,RECIPIENT,19.99964,19.315508
90,FULL,remove,RECIPIENT,21.712489,19.47361
90,FULL,remove,RECIPIENT,20.226662,19.473219
90,FULL,remove,RECIPIENT,20.176409,19.319776
90,FULL,remove,RECIPIENT,19.963763,19.696765
90,FULL,remove,RECIPIENT,20.186261,19.260696
90,FULL,remove,RECIPIENT,20.475294,20.317634
45,FULL,update,SENDER,9.51918,9.092298
45,FULL,update,RECIPIENT,9.862154,9.559842
45,FULL,update,RECIPIENT,9.95253,9.297425
45,FULL,update,RECIPIENT,10.192673,9.525699
45,FULL,update,RECIPIENT,10.329697,9.503263
45,FULL,update,RECIPIENT,10.328659,9.347718
45,FULL,update,RECIPIENT,10.203376,9.278212
45,FULL,update,RECIPIENT,9.741661,9.324009
45,FULL,update,RECIPIENT,10.014347,9.340948
45,FULL,update,RECIPIENT,9.734766,9.308743
45,FULL,update,RECIPIENT,10.330252,9.507652
45,FULL,update,RECIPIENT,9.686991,10.120924
45,FULL,update,RECIPIENT,9.853398,10.486774
45,FULL,update,RECIPIENT,9.590557,9.306829
45,FULL,update,RECIPIENT,9.909175,9.166508
45,FULL,update,RECIPIENT,10.193227,9.826024
45,FULL,update,RECIPIENT,10.059597,9.787225
45,FULL,update,RECIPIENT,10.084194,9.525058
45,FULL,update,RECIPIENT,9.884586,9.624227
45,FULL,update,RECIPIENT,9.999188,10.524548
45,FULL,update,RECIPIENT,10.384835,9.967719
45,FULL,update,RECIPIENT,9.717328,9.852218
45,FULL,update,RECIPIENT,9.668368,9.560651
45,FULL,update,RECIPIENT,9.619508,9.263258
45,FULL,update,RECIPIENT,9.546477,9.705628
45,FULL,update,RECIPIENT,10.037086,9.540218
45,FULL,update,RECIPIENT,9.749138,10.1435
45,FULL,update,RECIPIENT,9.554594,9.372468
45,FULL,update,RECIPIENT,9.837451,9.682706
45,FULL,update,RECIPIENT,10.143199,9.333625
45,FULL,update,RECIPIENT,9.58899,9.511447
45,FULL,update,RECIPIENT,10.089531,10.75142
45,FULL,update,RECIPIENT,9.916248,10.191519
45,FULL,update,RECIPIENT,9.882302,9.17818
45,FULL,update,RECIPIENT,10.31055,9.336078
45,FULL,update,RECIPIENT,9.730101,9.437306
45,FULL,update,RECIPIENT,10.845029,10.006233
45,FULL,update,RECIPIENT,10.033082,9.257228
45,FULL,update,RECIPIENT,9.927293,9.64369
45,FULL,update,RECIPIENT,9.863338,9.39809
45,FULL,update,RECIPIENT,11.877018,10.519809
45,FULL,update,RECIPIENT,10.056943,9.974637
45,FULL,update,RECIPIENT,9.767273,9.450406
45,FULL,update,RECIPIENT,10.394699,9.874924
45,FULL,update,RECIPIENT,9.676317,9.188096
64,FULL,update,SENDER,13.268252,13.252589
64,FULL,update,RECIPIENT,15.306113,13.711584
64,FULL,update,RECIPIENT,14.191298,13.866884
64,FULL,update,RECIPIENT,14.318403,13.842633
64,FULL,update,RECIPIENT,13.867834,13.598939
64,FULL,update,RECIPIENT,13.871161,13.279902
64,FULL,update,RECIPIENT,14.021163,13.444043
64,FULL,update,RECIPIENT,14.001344,14.127675
64,FULL,update,RECIPIENT,14.137161,16.6481
64,FULL,update,RECIPIENT,14.136214,13.246043
64,FULL,update,RECIPIENT,14.070862,13.858012
64,FULL,update,RECIPIENT,15.858209,13.415051
64,FULL,update,RECIPIENT,13.966281,13.566862
64,FULL,update,RECIPIENT,13.853043,13.578223
64,FULL,update,RECIPIENT,14.081722,15.950604
64,FULL,update,RECIPIENT,13.805411,13.424614
64,FULL,update,RECIPIENT,13.882963,13.308964
64,FULL,update,RECIPIENT,14.071691,16.800834
64,FULL,update,RECIPIENT,13.954231,13.651383
64,FULL,update,RECIPIENT,14.02369,13.650597
64,FULL,update,RECIPIENT,14.051432,15.493482
64,FULL,update,RECIPIENT,14.422294,13.587911
64,FULL,update,RECIPIENT,13.85001,13.716779
64,FULL,update,RECIPIENT,17.258874,14.781097
64,FULL,update,RECIPIENT,14.080821,13.516514
64,FULL,update,RECIPIENT,14.611912,14.018849
64,FULL,update,RECIPIENT,13.808282,13.58749
64,FULL,update,RECIPIENT,14.297472,14.976097
64,FULL,update,RECIPIENT,14.499851,13.367835
64,FULL,update,RECIPIENT,14.405384,13.539263
64,FULL,update,RECIPIENT,14.629467,13.775503
64,FULL,update,RECIPIENT,13.997862,13.692441
64,FULL,update,RECIPIENT,14.072282,14.027445
64,FULL,update,RECIPIENT,14.143991,13.718267
64,FULL,update,RECIPIENT,13.810833,13.58912
64,FULL,update,RECIPIENT,14.113999,13.709506
64,FULL,update,RECIPIENT,14.161329,13.565052
64,FULL,update,RECIPIENT,14.122912,13.616943
64,FULL,update,RECIPIENT,15.563375,13.711812
64,FULL,update,RECIPIENT,13.796972,13.582753
64,FULL,update,RECIPIENT,14.957944,13.300432
64,FULL,update,RECIPIENT,14.4356,13.491164
64,FULL,update,RECIPIENT,13.796257,16.254994
64,FULL,update,RECIPIENT,14.055488,14.004589
64,FULL,update,RECIPIENT,14.658139,14.237665
64,FULL,update,RECIPIENT,14.051004,14.30549
64,FULL,update,RECIPIENT,16.290091,14.145752
64,FULL,update,RECIPIENT,14.629601,14.721232
64,FULL,update,RECIPIENT,14.290532,13.837961
64,FULL,update,RECIPIENT,13.830212,13.580073
64,FULL,update,RECIPIENT,14.207502,14.462324
64,FULL,update,RECIPIENT,14.376458,13.857925
64,FULL,update,RECIPIENT,14.023943,13.788233
64,FULL,update,RECIPIENT,13.755138,13.786626
64,FULL,update,RECIPIENT,15.06675,13.837581
64,FULL,update,RECIPIENT,13.968517,16.506154
64,FULL,update,RECIPIENT,14.037768,13.420386
64,FULL,update,RECIPIENT,13.735834,14.278124
64,FULL,update,RECIPIENT,14.272398,13.889479
64,FULL,update,RECIPIENT,14.352172,14.700113
64,FULL,update,RECIPIENT,13.804785,15.025681
64,FULL,update,RECIPIENT,14.207427,13.799323
64,FULL,update,RECIPIENT,15.318439,13.31925
64,FULL,update,RECIPIENT,14.727975,14.772848
22,FULL,remove,SENDER,5.226131,4.304106
22,FULL,remove,RECIPIENT,4.905791,0.570015
22,FULL,remove,RECIPIENT,5.118713,4.977581
22,FULL,remove,RECIPIENT,5.270932,4.674937
22,FULL,remove,RECIPIENT,4.950283,4.422525
22,FULL,remove,RECIPIENT,5.026771,4.928237
22,FULL,remove,RECIPIENT,4.813122,4.591744
22,FULL,remove,RECIPIENT,4.864964,5.41311
22,FULL,remove,RECIPIENT,4.919731,4.378574
22,FULL,remove,RECIPIENT,5.259053,4.632103
22,FULL,remove,RECIPIENT,4.901034,4.626643
22,FULL,remove,RECIPIENT,5.169722,4.682745
22,FULL,remove,RECIPIENT,4.860616,4.540162
22,FULL,remove,RECIPIENT,5.050235,4.311793
22,FULL,remove,RECIPIENT,5.194551,5.466176
22,FULL,remove,RECIPIENT,5.164349,4.29431
22,FULL,remove,RECIPIENT,4.866088,4.881896
22,FULL,remove,RECIPIENT,4.957282,4.667904
22,FULL,remove,RECIPIENT,4.813074,4.760799
22,FULL,remove,RECIPIENT,4.986135,4.618315
22,FULL,remove,RECIPIENT,5.079313,5.347398
22,FULL,remove,RECIPIENT,5.91581,4.793075
16,FULL,message,SENDER,3.418212,0.096204
16,FULL,message,RECIPIENT,3.844205,0.324519
16,FULL,message,RECIPIENT,3.817285,0.290799
16,FULL,message,RECIPIENT,3.703085,0.282858
16,FULL,message,RECIPIENT,4.724231,0.664554
16,FULL,message,RECIPIENT,3.838454,0.401742
16,FULL,message,RECIPIENT,3.70642,0.38204
16,FULL,message,RECIPIENT,3.799116,0.366377
16,FULL,message,RECIPIENT,4.254462,0.27441
16,FULL,message,RECIPIENT,3.785856,0.249495
16,FULL,message,RECIPIENT,3.716156,0.271925
16,FULL,message,RECIPIENT,3.738575,0.390579
16,FULL,message,RECIPIENT,3.606765,0.234689
16,FULL,message,RECIPIENT,3.888306,0.434288
16,FULL,message,RECIPIENT,3.67929,0.33753
16,FULL,message,RECIPIENT,3.670726,0.324832
128,FULL,add,SENDER,28.986195,29.872726
128,FULL,add,RECIPIENT,31.304911,31.370881
128,FULL,add,RECIPIENT,29.215596,31.422438
128,FULL,add,RECIPIENT,29.336024,31.965952
128,FULL,add,RECIPIENT,29.046223,31.593011
128,FULL,add,RECIPIENT,30.601608,30.91116
128,FULL,add,RECIPIENT,29.376707,30.680969
128,FULL,add,RECIPIENT,29.040832,30.470401
128,FULL,add,RECIPIENT,29.275842,30.982967
128,FULL,add,RECIPIENT,29.075433,33.697668
128,FULL,add,RECIPIENT,29.875778,30.779591
128,FULL,add,RECIPIENT,29.715022,32.130222
128,FULL,add,RECIPIENT,29.18433,30.549058
128,FULL,add,RECIPIENT,30.285265,30.659424
128,FULL,add,RECIPIENT,30.762403,32.434613
128,FULL,add,RECIPIENT,29.392956,31.335625
128,FULL,add,RECIPIENT,29.079981,31.099133
128,FULL,add,RECIPIENT,29.135905,30.429735
