groupsize,protocol,operation,clientrole,setuptime,operationtime
128,FULL,message,RECIPIENT,28.779882,0.32715
128,FULL,message,RECIPIENT,29.494892,0.278099
128,FULL,message,RECIPIENT,36.606812,0.29752
128,FULL,message,RECIPIENT,29.920365,0.320264
128,FULL,message,RECIPIENT,29.097304,0.296715
128,FULL,message,RECIPIENT,28.309463,0.593645
128,FULL,message,RECIPIENT,28.792463,0.3215
128,FULL,message,RECIPIENT,29.117134,0.329473
128,FULL,message,RECIPIENT,29.534417,0.26821
128,FULL,message,RECIPIENT,28.863821,0.431805
128,FULL,message,RECIPIENT,29.536907,0.254969
128,FULL,message,RECIPIENT,29.699145,0.416634
128,FULL,message,RECIPIENT,31.395,0.40733
128,FULL,message,RECIPIENT,28.929763,0.268008
128,FULL,message,RECIPIENT,29.512018,0.585664
128,FULL,message,RECIPIENT,29.654214,0.319069
128,FULL,message,RECIPIENT,28.860841,0.2817
128,FULL,message,RECIPIENT,29.245332,0.44442
128,FULL,message,RECIPIENT,29.004895,0.28739
128,FULL,message,RECIPIENT,29.427182,0.331934
128,FULL,message,RECIPIENT,29.169969,0.271889
128,FULL,message,RECIPIENT,30.57012,0.48551
128,FULL,message,RECIPIENT,29.441714,0.26888
128,FULL,message,RECIPIENT,29.247994,0.361454
128,FULL,message,RECIPIENT,28.926814,0.28337
128,FULL,message,RECIPIENT,29.693523,0.458864
128,FULL,message,RECIPIENT,29.273836,0.33756
128,FULL,message,RECIPIENT,29.213197,0.328328
128,FULL,message,RECIPIENT,30.405486,0.399845
128,FULL,message,RECIPIENT,29.413464,0.26312
128,FULL,message,RECIPIENT,29.561465,0.31395
128,FULL,message,RECIPIENT,28.677114,0.319
128,FULL,message,RECIPIENT,28.570296,0.27821
128,FULL,message,RECIPIENT,29.744123,0.28444
128,FULL,message,RECIPIENT,28.765036,0.451175
128,FULL,message,RECIPIENT,28.883922,0.32237
128,FULL,message,RECIPIENT,29.500793,0.333559
128,FULL,message,RECIPIENT,29.667463,0.480424
128,FULL,message,RECIPIENT,29.137061,0.36249
128,FULL,message,RECIPIENT,30.599648,0.563294
128,FULL,message,RECIPIENT,28.798846,0.270649
128,FULL,message,RECIPIENT,29.169148,0.455545
128,FULL,message,RECIPIENT,29.735997,0.506414
128,FULL,message,RECIPIENT,30.109742,0.412503
128,FULL,message,RECIPIENT,28.88178,0.536355
128,FULL,message,RECIPIENT,29.29245,0.561512
128,FULL,message,RECIPIENT,29.796245,0.319759
128,FULL,message,RECIPIENT,29.153329,0.55766
128,FULL,message,RECIPIENT,29.247441,0.28261
128,FULL,message,RECIPIENT,29.037647,0.539221
128,FULL,message,RECIPIENT,28.7101,0.282679
128,FULL,message,RECIPIENT,30.417776,0.51908
128,FULL,message,RECIPIENT,29.863358,0.27229
128,FULL,message,RECIPIENT,28.855677,0.484629
128,FULL,message,RECIPIENT,28.591148,0.333351
128,FULL,message,RECIPIENT,28.977837,0.587924
128,FULL,message,RECIPIENT,28.607301,0.27229
128,FULL,message,RECIPIENT,29.11973,0.507459
128,FULL,message,RECIPIENT,34.101651,0.451953
128,FULL,message,RECIPIENT,28.867161,0.707953
128,FULL,message,RECIPIENT,29.115005,0.413064
128,FULL,message,RECIPIENT,32.498592,0.722984
128,FULL,message,RECIPIENT,29.088807,0.27424
128,FULL,message,RECIPIENT,28.515562,0.36361
128,FULL,message,RECIPIENT,29.509174,0.47412
128,FULL,message,RECIPIENT,29.725289,0.359114
128,FULL,message,RECIPIENT,31.251012,0.380015
128,FULL,message,RECIPIENT,28.815281,0.688035
128,FULL,message,RECIPIENT,29.84619,0.28268
128,FULL,message,RECIPIENT,28.714748,0.639606
128,FULL,message,RECIPIENT,28.674877,0.30733
128,FULL,message,RECIPIENT,28.524951,0.70902
128,FULL,message,RECIPIENT,28.577421,0.2809
128,FULL,message,RECIPIENT,28.550498,0.680678
128,FULL,message,RECIPIENT,29.389982,0.64145
128,FULL,message,RECIPIENT,29.510569,0.313825
128,FULL,message,RECIPIENT,29.345509,0.357535
128,FULL,message,RECIPIENT,31.636601,0.557314
128,FULL,message,RECIPIENT,28.598211,0.385179
128,FULL,message,RECIPIENT,29.764095,0.64234
128,FULL,message,RECIPIENT,28.76575,0.366855
128,FULL,message,RECIPIENT,31.886464,0.414723
128,FULL,message,RECIPIENT,28.816427,0.27567
128,FULL,message,RECIPIENT,29.190385,0.318229
128,FULL,message,RECIPIENT,28.815066,0.515735
128,FULL,message,RECIPIENT,28.877042,0.267549
128,FULL,message,RECIPIENT,32.046901,0.353064
128,FULL,message,RECIPIENT,28.933117,0.354075
128,FULL,message,RECIPIENT,29.872736,0.546976
128,FULL,message,RECIPIENT,28.500701,0.50234
128,FULL,message,RECIPIENT,29.818084,0.492658
128,FULL,message,RECIPIENT,31.361356,0.357179
128,FULL,message,RECIPIENT,29.461858,0.499863
128,FULL,message,RECIPIENT,28.715491,0.557114
128,FULL,message,RECIPIENT,29.054457,0.26002
128,FULL,message,RECIPIENT,28.630799,0.577438
128,FULL,message,RECIPIENT,28.953177,0.328955
128,FULL,message,RECIPIENT,28.861812,0.337945
128,FULL,message,RECIPIENT,29.346785,0.340597
128,FULL,message,RECIPIENT,29.224972,0.35109
128,FULL,message,RECIPIENT,29.441302,0.285009
128,FULL,message,RECIPIENT,28.905772,0.27728
128,FULL,message,RECIPIENT,28.75814,0.331835
128,FULL,message,RECIPIENT,28.751349,0.375275
128,FULL,message,RECIPIENT,29.93585,0.373745
128,FULL,message,RECIPIENT,30.164615,0.375585
128,FULL,message,RECIPIENT,29.422073,0.387594
128,FULL,message,RECIPIENT,29.90273,0.408265
128,FULL,message,RECIPIENT,29.928609,0.462075
128,FULL,message,RECIPIENT,28.900347,0.35641
128,FULL,message,RECIPIENT,29.095854,0.459364
128,FULL,message,RECIPIENT,29.501671,0.26517
128,FULL,message,RECIPIENT,28.437044,0.25208
128,FULL,message,RECIPIENT,30.481125,0.6259
128,FULL,message,RECIPIENT,34.779175,0.447673
128,FULL,message,RECIPIENT,29.58432,0.590233
128,FULL,message,RECIPIENT,29.576178,0.33617
128,FULL,message,RECIPIENT,30.21775,0.35907
32,FULL,remove,SENDER,6.426475,6.237949
32,FULL,remove,RECIPIENT,6.918021,1.084553
32,FULL,remove,RECIPIENT,7.246735,6.834963
32,FULL,remove,RECIPIENT,7.050562,7.028972
32,FULL,remove,RECIPIENT,7.690231,6.853411
32,FULL,remove,RECIPIENT,7.120352,7.38955
32,FULL,remove,RECIPIENT,7.152338,6.65761
32,FULL,remove,RECIPIENT,6.977987,6.767262
32,FULL,remove,RECIPIENT,7.488525,6.378438
32,FULL,remove,RECIPIENT,6.931496,6.317781
32,FULL,remove,RECIPIENT,6.863663,6.346022
32,FULL,remove,RECIPIENT,6.967422,7.008466
32,FULL,remove,RECIPIENT,6.90568,6.302552
32,FULL,remove,RECIPIENT,7.404686,6.679294
32,FULL,remove,RECIPIENT,7.027154,6.506312
32,FULL,remove,RECIPIENT,7.697437,6.555883
32,FULL,remove,RECIPIENT,6.998514,6.499967
32,FULL,remove,RECIPIENT,6.938334,6.494875
32,FULL,remove,RECIPIENT,8.063306,6.507263
32,FULL,remove,RECIPIENT,6.894942,6.841831
32,FULL,remove,RECIPIENT,6.905002,6.372594
32,FULL,remove,RECIPIENT,6.903202,6.425762
32,FULL,remove,RECIPIENT,6.782924,6.334212
32,FULL,remove,RECIPIENT,7.051734,6.320912
32,FULL,remove,RECIPIENT,7.101351,6.667166
32,FULL,remove,RECIPIENT,6.881081,6.611349
32,FULL,remove,RECIPIENT,7.012064,6.529431
32,FULL,remove,RECIPIENT,7.903303,6.376924
32,FULL,remove,RECIPIENT,7.086985,6.538026
32,FULL,remove,RECIPIENT,6.935012,6.412909
32,FULL,remove,RECIPIENT,6.880406,6.394384
32,FULL,remove,RECIPIENT,8.634579,8.72318
64,FULL,update,SENDER,12.859091,14.162178
64,FULL,update,RECIPIENT,13.826001,13.540882
64,FULL,update,RECIPIENT,14.204213,15.303081
64,FULL,update,RECIPIENT,13.603593,13.128274
64,FULL,update,RECIPIENT,13.682364,13.309043
64,FULL,update,RECIPIENT,14.35054,14.197486
64,FULL,update,RECIPIENT,13.743913,13.331488
64,FULL,update,RECIPIENT,14.072594,14.430831
64,FULL,update,RECIPIENT,13.98877,13.587531
64,FULL,update,RECIPIENT,13.844656,13.22937
64,FULL,update,RECIPIENT,13.924743,13.226873
64,FULL,update,RECIPIENT,16.089151,13.402605
64,FULL,update,RECIPIENT,13.902472,14.139246
64,FULL,update,RECIPIENT,14.703139,13.385503
64,FULL,update,RECIPIENT,13.734705,13.452951
64,FULL,update,RECIPIENT,14.074542,13.088983
64,FULL,update,RECIPIENT,13.601623,13.160174
64,FULL,update,RECIPIENT,14.272886,13.84961
64,FULL,update,RECIPIENT,14.059927,13.480682
64,FULL,update,RECIPIENT,14.729346,14.234113
64,FULL,update,RECIPIENT,14.124206,13.186503
64,FULL,update,RECIPIENT,16.012049,13.628004
64,FULL,update,RECIPIENT,13.738308,13.39623
64,FULL,update,RECIPIENT,14.721693,13.612321
64,FULL,update,RECIPIENT,14.606228,13.650791
64,FULL,update,RECIPIENT,13.813513,13.475628
64,FULL,update,RECIPIENT,14.822962,15.72954
64,FULL,update,RECIPIENT,13.930617,14.502773
64,FULL,update,RECIPIENT,13.827596,13.280344
64,FULL,update,RECIPIENT,13.96726,13.59688
64,FULL,update,RECIPIENT,13.782451,13.594326
64,FULL,update,RECIPIENT,15.739755,13.46056
64,FULL,update,RECIPIENT,13.69996,13.45371
64,FULL,update,RECIPIENT,14.062748,13.277016
64,FULL,update,RECIPIENT,13.940566,13.459233
64,FULL,update,RECIPIENT,13.735226,13.996149
64,FULL,update,RECIPIENT,13.610318,13.996526
64,FULL,update,RECIPIENT,14.089209,13.606809
64,FULL,update,RECIPIENT,14.234528,13.671244
64,FULL,update,RECIPIENT,14.245721,13.231524
64,FULL,update,RECIPIENT,14.115561,13.514502
64,FULL,update,RECIPIENT,13.721572,13.708541
64,FULL,update,RECIPIENT,14.168062,14.398863
64,FULL,update,RECIPIENT,13.713211,13.211157
64,FULL,update,RECIPIENT,14.642319,13.360366
64,FULL,update,RECIPIENT,14.189525,13.431961
64,FULL,update,RECIPIENT,13.80697,13.179901
64,FULL,update,RECIPIENT,14.002659,13.339738
64,FULL,update,RECIPIENT,13.646119,13.64055
64,FULL,update,RECIPIENT,13.841207,13.35462
64,FULL,update,RECIPIENT,13.87087,13.290546
64,FULL,update,RECIPIENT,14.019302,13.313181
64,FULL,update,RECIPIENT,14.697176,13.258909
64,FULL,update,RECIPIENT,14.385339,13.547816
64,FULL,update,RECIPIENT,14.393271,13.343507
64,FULL,update,RECIPIENT,14.248932,13.447176
64,FULL,update,RECIPIENT,14.245926,13.295704
64,FULL,update,RECIPIENT,13.747593,13.339066
64,FULL,update,RECIPIENT,14.055622,13.249502
64,FULL,update,RECIPIENT,14.160022,13.320228
64,FULL,update,RECIPIENT,14.125034,13.278036
64,FULL,update,RECIPIENT,13.656494,13.175665
64,FULL,update,RECIPIENT,14.073982,13.486676
64,FULL,update,RECIPIENT,13.970227,14.263341
16,FULL,message,SENDER,3.103448,0.333
16,FULL,message,RECIPIENT,3.640656,0.31105
16,FULL,message,RECIPIENT,3.695317,0.282319
16,FULL,message,RECIPIENT,3.721125,0.240269
16,FULL,message,RECIPIENT,3.688915,0.256735
16,FULL,message,RECIPIENT,3.683746,0.338824
16,FULL,message,RECIPIENT,3.607425,0.25886
16,FULL,message,RECIPIENT,3.820494,0.367584
16,FULL,message,RECIPIENT,3.652003,0.347945
16,FULL,message,RECIPIENT,3.700423,0.328529
16,FULL,message,RECIPIENT,3.823666,0.593754
16,FULL,message,RECIPIENT,4.194754,0.575339
16,FULL,message,RECIPIENT,4.082995,0.441755
16,FULL,message,RECIPIENT,3.598316,0.22842
16,FULL,message,RECIPIENT,3.758315,0.385178
16,FULL,message,RECIPIENT,3.615645,0.27764
22,FULL,add,SENDER,4.450773,5.021854
22,FULL,add,RECIPIENT,5.338604,6.019347
22,FULL,add,RECIPIENT,5.122295,5.708904
22,FULL,add,RECIPIENT,5.118073,6.152272
22,FULL,add,RECIPIENT,4.857544,6.055421
22,FULL,add,RECIPIENT,4.867631,6.259299
22,FULL,add,RECIPIENT,5.103917,5.789892
22,FULL,add,RECIPIENT,4.884415,5.842327
22,FULL,add,RECIPIENT,4.932514,5.976581
22,FULL,add,RECIPIENT,4.834804,6.43556
22,FULL,add,RECIPIENT,5.518845,6.290816
22,FULL,add,RECIPIENT,5.336341,5.961843
22,FULL,add,RECIPIENT,4.897444,6.062506
22,FULL,add,RECIPIENT,5.21647,5.880936
22,FULL,add,RECIPIENT,5.011383,6.739087
22,FULL,add,RECIPIENT,4.937779,6.138532
22,FULL,add,RECIPIENT,4.953275,5.879971
22,FULL,add,RECIPIENT,4.924134,6.249529
22,FULL,add,RECIPIENT,5.075839,6.034899
22,FULL,add,RECIPIENT,5.233113,6.615984
22,FULL,add,RECIPIENT,4.933041,6.108437
22,FULL,add,RECIPIENT,5.970808,6.113676
22,FULL,remove,SENDER,5.063949,4.19117
22,FULL,remove,RECIPIENT,5.349609,0.54995
22,FULL,remove,RECIPIENT,6.067306,5.32631
22,FULL,remove,RECIPIENT,6.227072,4.538392
22,FULL,remove,RECIPIENT,5.117561,4.455889
22,FULL,remove,RECIPIENT,5.45109,4.912011
22,FULL,remove,RECIPIENT,5.098031,4.502479
22,FULL,remove,RECIPIENT,5.114108,4.743959
22,FULL,remove,RECIPIENT,5.17844,4.541404
22,FULL,remove,RECIPIENT,5.075812,4.827312
22,FULL,remove,RECIPIENT,5.937313,4.667505
22,FULL,remove,RECIPIENT,4.851613,4.389334
22,FULL,remove,RECIPIENT,5.080104,4.540809
22,FULL,remove,RECIPIENT,5.195112,4.317179
22,FULL,remove,RECIPIENT,5.116051,5.128428
22,FULL,remove,RECIPIENT,5.293881,5.053245
22,FULL,remove,RECIPIENT,4.958816,4.669043
22,FULL,remove,RECIPIENT,5.512044,6.123835
22,FULL,remove,RECIPIENT,5.545714,4.591108
22,FULL,remove,RECIPIENT,5.222355,4.516877
22,FULL,remove,RECIPIENT,5.690685,4.422118
22,FULL,remove,RECIPIENT,4.882354,5.453194
90,FULL,update,SENDER,19.146761,19.461154
90,FULL,update,RECIPIENT,20.371308,21.014362
90,FULL,update,RECIPIENT,19.975337,19.272389
90,FULL,update,RECIPIENT,20.014633,19.281014
90,FULL,update,RECIPIENT,19.656595,19.84005
90,FULL,update,RECIPIENT,19.874166,19.226423
90,FULL,update,RECIPIENT,20.487257,19.589352
90,FULL,update,RECIPIENT,19.645356,19.30739
90,FULL,update,RECIPIENT,20.156456,19.055164
90,FULL,update,RECIPIENT,21.006179,19.496681
90,FULL,update,RECIPIENT,20.126449,19.49491
90,FULL,update,RECIPIENT,20.436325,19.914014
90,FULL,update,RECIPIENT,20.141943,19.288062
90,FULL,update,RECIPIENT,20.251115,19.068946
90,FULL,update,RECIPIENT,20.203455,19.372619
90,FULL,update,RECIPIENT,19.440887,19.032446
90,FULL,update,RECIPIENT,19.63634,19.632706
90,FULL,update,RECIPIENT,20.231931,19.569015
90,FULL,update,RECIPIENT,20.127812,19.913873
90,FULL,update,RECIPIENT,20.014387,19.472948
90,FULL,update,RECIPIENT,20.454258,19.180201
90,FULL,update,RECIPIENT,19.670617,19.787649
90,FULL,update,RECIPIENT,19.899364,19.151245
90,FULL,update,RECIPIENT,20.046216,19.889653
90,FULL,update,RECIPIENT,21.198852,20.48381
90,FULL,update,RECIPIENT,20.15395,19.220045
90,FULL,update,RECIPIENT,20.028464,19.93848
90,FULL,update,RECIPIENT,20.278818,20.255605
90,FULL,update,RECIPIENT,20.274192,19.581063
90,FULL,update,RECIPIENT,19.699948,19.017924
90,FULL,update,RECIPIENT,19.614613,19.475644
90,FULL,update,RECIPIENT,20.035138,19.474773
90,FULL,update,RECIPIENT,20.211909,19.285905
90,FULL,update,RECIPIENT,19.727022,19.433997
90,FULL,update,RECIPIENT,20.606228,20.181632
90,FULL,update,RECIPIENT,19.894976,19.085964
90,FULL,update,RECIPIENT,20.181586,19.245676
90,FULL,update,RECIPIENT,20.111049,19.338408
90,FULL,update,RECIPIENT,19.93756,19.07658
90,FULL,update,RECIPIENT,19.707665,19.428588
90,FULL,update,RECIPIENT,19.808346,19.363573
90,FULL,update,RECIPIENT,23.384464,19.832605
90,FULL,update,RECIPIENT,20.052672,19.224553
90,FULL,update,RECIPIENT,19.535155,19.461595
90,FULL,update,RECIPIENT,19.889283,21.063435
90,FULL,update,RECIPIENT,20.447665,19.106002
90,FULL,update,RECIPIENT,21.161002,20.372521
90,FULL,update,RECIPIENT,20.3936,19.176414
90,FULL,update,RECIPIENT,20.004015,19.072991
90,FULL,update,RECIPIENT,20.680695,19.490417
90,FULL,update,RECIPIENT,20.560367,19.936148
90,FULL,update,RECIPIENT,19.906142,19.204587
90,FULL,update,RECIPIENT,20.09228,20.188388
90,FULL,update,RECIPIENT,20.467762,19.076315
90,FULL,update,RECIPIENT,20.413426,19.492847
90,FULL,update,RECIPIENT,19.801113,19.586366
90,FULL,update,RECIPIENT,19.68784,19.248147
90,FULL,update,RECIPIENT,19.929792,19.632358
90,FULL,update,RECIPIENT,20.339166,19.363082
90,FULL,update,RECIPIENT,20.92496,20.717666
90,FULL,update,RECIPIENT,19.915541,19.379267
90,FULL,update,RECIPIENT,20.33296,20.165782
90,FULL,update,RECIPIENT,19.756866,19.170281
90,FULL,update,RECIPIENT,19.739692,19.276315
90,FULL,update,RECIPIENT,19.942335,20.908563
90,FULL,update,RECIPIENT,19.6581,19.106116
90,FULL,update,RECIPIENT,21.070361,19.564649
90,FULL,update,RECIPIENT,22.952975,19.161696
90,FULL,update,RECIPIENT,21.352078,19.475761
90,FULL,update,RECIPIENT,19.631352,19.115576
90,FULL,update,RECIPIENT,20.241168,19.477238
90,FULL,update,RECIPIENT,20.411422,19.944982
90,FULL,update,RECIPIENT,19.779727,19.603581
90,FULL,update,RECIPIENT,19.592461,19.591527
90,FULL,update,RECIPIENT,20.19439,19.460515
90,FULL,update,RECIPIENT,20.32996,19.866611
90,FULL,update,RECIPIENT,20.121321,19.498899
90,FULL,update,RECIPIENT,19.664467,19.351895
90,FULL,update,RECIPIENT,19.814828,19.411099
90,FULL,update,RECIPIENT,19.98944,20.971371
90,FULL,update,RECIPIENT,19.963423,20.479874
90,FULL,update,RECIPIENT,20.496038,20.113473
90,FULL,update,RECIPIENT,20.609799,19.285584
90,FULL,update,RECIPIENT,20.417855,19.540012
90,FULL,update,RECIPIENT,21.830208,19.402819
90,FULL,update,RECIPIENT,19.983689,19.76749
90,FULL,update,RECIPIENT,20.095258,20.526322
90,FULL,update,RECIPIENT,19.932965,19.516988
90,FULL,update,RECIPIENT,19.685386,19.564337
90,FULL,update,RECIPIENT,20.404641,19.208299
8,FULL,message,SENDER,1.698337,0.195737
8,FULL,message,RECIPIENT,2.120588,0.397715
8,FULL,message,RECIPIENT,2.254277,0.485992
8,FULL,message,RECIPIENT,2.337897,0.347415
8,FULL,message,RECIPIENT,2.081053,0.434416
8,FULL,message,RECIPIENT,3.017332,0.353923
8,FULL,message,RECIPIENT,2.034528,0.560585
8,FULL,message,RECIPIENT,2.647292,0.399364
128,FULL,update,SENDER,28.017682,27.81848
128,FULL,update,RECIPIENT,29.870614,28.199716
128,FULL,update,RECIPIENT,28.920693,28.897043
128,FULL,update,RECIPIENT,32.597137,28.005485
128,FULL,update,RECIPIENT,29.973258,29.07177
128,FULL,update,RECIPIENT,29.165246,28.043607
128,FULL,update,RECIPIENT,29.252373,28.583206
128,FULL,update,RECIPIENT,28.81531,28.630943
128,FULL,update,RECIPIENT,30.97043,29.012147
128,FULL,update,RECIPIENT,30.001002,28.938813
128,FULL,update,RECIPIENT,28.730882,29.132811
128,FULL,update,RECIPIENT,28.892509,34.967762
128,FULL,update,RECIPIENT,29.046924,28.101306
128,FULL,update,RECIPIENT,30.108539,28.037013
128,FULL,update,RECIPIENT,29.928675,28.320129
128,FULL,update,RECIPIENT,31.129435,28.986245
128,FULL,update,RECIPIENT,29.751058,28.510275
128,FULL,update,RECIPIENT,28.985752,29.148725
128,FULL,update,RECIPIENT,30.165097,28.396294
128,FULL,update,RECIPIENT,29.657593,28.110826
128,FULL,update,RECIPIENT,29.326712,28.054797
128,FULL,update,RECIPIENT,30.048316,28.249302
128,FULL,update,RECIPIENT,29.299719,28.989483
128,FULL,update,RECIPIENT,32.415514,28.081576
128,FULL,update,RECIPIENT,29.903671,27.889274
128,FULL,update,RECIPIENT,28.887427,28.045931
128,FULL,update,RECIPIENT,29.429038,28.211828
128,FULL,update,RECIPIENT,30.096104,28.880008
128,FULL,update,RECIPIENT,29.352335,28.817133
128,FULL,update,RECIPIENT,28.740232,28.059574
128,FULL,update,RECIPIENT,29.419322,28.021131
128,FULL,update,RECIPIENT,29.623836,28.551898
128,FULL,update,RECIPIENT,32.256487,28.033769
128,FULL,update,RECIPIENT,28.832868,27.980644
128,FULL,update,RECIPIENT,28.795064,28.400232
128,FULL,update,RECIPIENT,31.941405,28.977016
128,FULL,update,RECIPIENT,30.259066,28.082157
128,FULL,update,RECIPIENT,29.402052,27.952823
128,FULL,update,RECIPIENT,31.476268,27.846263
128,FULL,update,RECIPIENT,29.360344,28.796727
128,FULL,update,RECIPIENT,28.661104,28.106686
128,FULL,update,RECIPIENT,28.487418,28.737629
128,FULL,update,RECIPIENT,29.310139,28.530017
128,FULL,update,RECIPIENT,30.455348,28.438035
128,FULL,update,RECIPIENT,28.48851,28.119376
128,FULL,update,RECIPIENT,29.563829,27.990285
128,FULL,update,RECIPIENT,30.229714,30.12374
128,FULL,update,RECIPIENT,29.357625,27.967832
128,FULL,update,RECIPIENT,31.524886,30.923023
128,FULL,update,RECIPIENT,28.57146,28.213585
128,FULL,update,RECIPIENT,29.427814,28.237453
128,FULL,update,RECIPIENT,29.667743,31.470449
128,FULL,update,RECIPIENT,29.500906,28.440686
128,FULL,update,RECIPIENT,28.565784,28.945699
128,FULL,update,RECIPIENT,28.774525,28.818911
128,FULL,update,RECIPIENT,29.42379,28.392945
128,FULL,update,RECIPIENT,29.044654,27.843422
128,FULL,update,RECIPIENT,29.872194,28.275695
128,FULL,update,RECIPIENT,29.721871,28.373175
128,FULL,update,RECIPIENT,28.77865,28.262733
128,FULL,update,RECIPIENT,28.642678,28.412461
128,FULL,update,RECIPIENT,29.603829,28.175483
128,FULL,update,RECIPIENT,29.554118,28.240031
128,FULL,update,RECIPIENT,29.092532,27.966074
128,FULL,update,RECIPIENT,29.400691,31.31047
128,FULL,update,RECIPIENT,29.028888,28.217213
128,FULL,update,RECIPIENT,29.259275,28.147982
128,FULL,update,RECIPIENT,28.920676,28.155333
128,FULL,update,RECIPIENT,29.251719,29.08871
128,FULL,update,RECIPIENT,28.532537,28.169492
128,FULL,update,RECIPIENT,29.971909,29.77705
128,FULL,update,RECIPIENT,28.906472,28.255334
128,FULL,update,RECIPIENT,29.790087,28.087025
128,FULL,update,RECIPIENT,29.263445,28.288845
128,FULL,update,RECIPIENT,30.405187,28.236365
128,FULL,update,RECIPIENT,28.449554,27.975107
128,FULL,update,RECIPIENT,30.055837,27.967834
128,FULL,update,RECIPIENT,29.623045,28.363717
128,FULL,update,RECIPIENT,28.737513,28.080393
128,FULL,update,RECIPIENT,28.998146,34.595256
128,FULL,update,RECIPIENT,28.829146,30.230952
128,FULL,update,RECIPIENT,28.867038,27.678015
128,FULL,update,RECIPIENT,29.630199,28.84114
128,FULL,update,RECIPIENT,28.944063,28.695345
128,FULL,update,RECIPIENT,29.692247,28.060025
128,FULL,update,RECIPIENT,31.503366,29.213894
128,FULL,update,RECIPIENT,29.045386,27.874864
128,FULL,update,RECIPIENT,29.791255,27.837606
128,FULL,update,RECIPIENT,29.033139,28.276533
128,FULL,update,RECIPIENT,30.082478,28.639781
128,FULL,update,RECIPIENT,29.000441,28.118044
128,FULL,update,RECIPIENT,28.962892,28.132385
128,FULL,update,RECIPIENT,28.694431,28.136236
128,FULL,update,RECIPIENT,29.102981,28.132142
128,FULL,update,RECIPIENT,29.75649,29.726324
128,FULL,update,RECIPIENT,31.608561,28.125432
128,FULL,update,RECIPIENT,29.081364,27.949074
128,FULL,update,RECIPIENT,29.41064,28.413213
128,FULL,update,RECIPIENT,29.956121,28.535685
128,FULL,update,RECIPIENT,29.71358,28.165541
128,FULL,update,RECIPIENT,29.802943,28.076735
128,FULL,update,RECIPIENT,30.048875,28.710713
128,FULL,update,RECIPIENT,29.606331,28.571488
128,FULL,update,RECIPIENT,30.441832,28.284909
128,FULL,update,RECIPIENT,29.46819,28.22907
128,FULL,update,RECIPIENT,28.607832,28.194965
128,FULL,update,RECIPIENT,29.005059,28.104126
128,FULL,update,RECIPIENT,29.817958,29.864605
128,FULL,update,RECIPIENT,31.522914,28.405845
128,FULL,update,RECIPIENT,28.87825,33.497278
128,FULL,update,RECIPIENT,32.360491,28.213664
128,FULL,update,RECIPIENT,29.251118,28.431865
128,FULL,update,RECIPIENT,29.253124,27.705845
128,FULL,update,RECIPIENT,30.021806,28.534629
128,FULL,update,RECIPIENT,29.569309,27.841235
128,FULL,update,RECIPIENT,29.167171,28.379844
128,FULL,update,RECIPIENT,29.866683,29.576053
128,FULL,update,RECIPIENT,29.211132,28.326947
128,FULL,update,RECIPIENT,28.613523,28.169726
128,FULL,update,RECIPIENT,29.209152,28.061211
128,FULL,update,RECIPIENT,30.052819,28.011763
128,FULL,update,RECIPIENT,29.632954,30.793931
128,FULL,update,RECIPIENT,32.028639,28.274674
128,FULL,update,RECIPIENT,29.43869,28.057178
128,FULL,update,RECIPIENT,30.012783,28.509722
128,FULL,update,RECIPIENT,29.483059,28.501381
128,FULL,update,RECIPIENT,29.906485,28.779603
128,FULL,update,RECIPIENT,32.707673,29.143962
22,FULL,message,SENDER,4.70852,0.189389
22,FULL,message,RECIPIENT,4.947661,0.272329
22,FULL,message,RECIPIENT,4.831716,0.38993
22,FULL,message,RECIPIENT,5.141795,0.282049
22,FULL,message,RECIPIENT,5.080084,0.36645
22,FULL,message,RECIPIENT,4.753564,0.238819
22,FULL,message,RECIPIENT,4.794894,0.24107
22,FULL,message,RECIPIENT,5.344937,0.248839
22,FULL,message,RECIPIENT,5.391333,0.349479
22,FULL,message,RECIPIENT,4.795995,0.33505
22,FULL,message,RECIPIENT,5.070676,0.498129
22,FULL,message,RECIPIENT,5.107313,0.405909
22,FULL,message,RECIPIENT,4.934283,0.30463
22,FULL,message,RECIPIENT,4.907696,0.28195
22,FULL,message,RECIPIENT,4.913132,0.27956
22,FULL,message,RECIPIENT,4.902674,0.299009
22,FULL,message,RECIPIENT,4.961265,0.275869
22,FULL,message,RECIPIENT,4.882453,0.54589
22,FULL,message,RECIPIENT,4.966166,0.693969
22,FULL,message,RECIPIENT,5.979283,0.27806
22,FULL,message,RECIPIENT,5.349173,0.34183
22,FULL,message,RECIPIENT,4.936453,0.24368
22,FULL,add,SENDER,4.276281,4.656294
22,FULL,add,RECIPIENT,4.82787,6.334879
22,FULL,add,RECIPIENT,5.063225,6.713042
22,FULL,add,RECIPIENT,4.989794,6.321632
22,FULL,add,RECIPIENT,6.009082,6.335865
22,FULL,add,RECIPIENT,4.929015,6.65952
22,FULL,add,RECIPIENT,5.21533,6.850291
22,FULL,add,RECIPIENT,4.955103,6.890772
22,FULL,add,RECIPIENT,4.8683,6.642753
22,FULL,add,RECIPIENT,5.038891,6.523625
22,FULL,add,RECIPIENT,4.764344,6.493741
22,FULL,add,RECIPIENT,4.784129,6.624185
22,FULL,add,RECIPIENT,5.139071,6.581146
22,FULL,add,RECIPIENT,4.767264,6.312649
